"Speciality","contract","Check_Type","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Has Reports?","Reports Location",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS","","2138","60009557","41463","BH  ","EVERGREEN RESIDENTIAL CARE","OP    ","14120 E 3RD","SPOKANE VALLEY","WA","99037","Spokane","PO BOX 1469","VERADALE","WA","99037","(509) 999-2538","","(509) 926-6407","1B","","1006XS-12 , 1002XS-12 , 1006XS-12 ","Sessions, Adam Y.","48","4/30/2027 12:00:00 AM","","","749283","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2138",
"None","Expanded Community Services, Enhanced Adult Residential Care, Assisted Living SOW","","2128","60009553","41050","BH  ","FAIRFIELD CARE","OP    ","503 SOUTH HILLTOP LANE","FAIRFIELD","WA","99012","Spokane","503 SOUTH HILLTOP LANE","FAIRFIELD","WA","99012","(509) 283-2232","","(509) 283-2067","1B","","1036XP-12 , 1002XS-12 ","Holm, Teresa","41","10/31/2026 12:00:00 AM","","","761966","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2128",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS","","1146","60001146","30439","BH  ","FAIRVIEW ASSISTED LIVING INC","OP    ","1617 N CALISPEL","SPOKANE","WA","99205","Spokane","1617 N CALISPEL","SPOKANE","WA","99205","(509) 325-7339","","(509) 325-7178","1B","","1027XS-12 , 1006XS-12 , 1002XS-12 , 1006XS-12 ","Bozett, Heidi R.","64","5/31/2027 12:00:00 AM","","","748750","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1146",
"None","No Contract","","1455","60008829","30688","BH  ","FAIRWINDS - SPOKANE","OP    ","520 EAST HOLLAND AVE","SPOKANE","WA","99218","Spokane","520 EAST HOLLAND AVE","SPOKANE","WA","99218","(509) 468-1000","","(509) 468-1961","1B","","","De Leon Ferreira, Michelle","80","9/30/2026 12:00:00 AM","","","1217413","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1455",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS","","1989","60001294","39582","BH  ","FAIRWOOD NORTHRIDGE LLC","OP    ","312 W HASTINGS RD","SPOKANE","WA","99218","Spokane","312 W HASTINGS RD","SPOKANE","WA","99218","(509) 468-0457","","(509) 868-0741","1B","","1027XS-12 , 1006XS-12 , 1002XS-12 , 1006XS-12 ","Knutson, Riley J.","100","1/31/2027 12:00:00 AM","","","594885","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1989",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living Services ECS","","2770","60009714","52368","BH  ","Farr Residential Care","OP    ","105 N Farr Rd","Spokane Valley","WA","99206","Spokane","105 N Farr Rd","Spokane Valley","WA","99206","(509) 798-9470","","","1B","","1027XS-12 , 1006XS-12 , 1006XS-12 ","Andrews, Ashley M.","77","1/31/2027 12:00:00 AM","","","749838","False","No"," ",
"None","No Contract","","2669","60009692","48317","BH  ","Fields Senior Living at Spokane Valley","OP    ","16512 E Desmet Court","Spokane Valley","WA","99016","Spokane","16512 E Desmet Court","Spokane Valley","WA","99016","(509) 309-8000","","(509) 443-4743","1B","","","Sarine, Stephen T.","124","8/31/2026 12:00:00 AM","","","1243280","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2669",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2658","60000719","48331","BH  ","Grand Manor Care, Inc","OP    ","1718 W 9th Ave","Spokane","WA","99204","Spokane","1718 W 9th Ave","Spokane","WA","99204","(509) 455-3533","","(509) 455-3553","1B","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Rodriguez Jr, Israel","12","9/30/2026 12:00:00 AM","","","511922","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2658",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2035","60009542","40227","BH  ","GUARDIAN ANGEL HOMES LIBERTY LAKE","OP    ","23102 E MISSION AVE","LIBERTY LAKE","WA","99019","Spokane","23102 E MISSION AVE","LIBERTY LAKE","WA","99019","(509) 893-9300","","(509) 893-2504","1B","","1027XS-12 , 1006XS-12 , 1006XS-12 , 1007XS-12 ","Moua, Chuethou","104","4/30/2027 12:00:00 AM","","","750077","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2035",
"None","Expanded Community Services, Enhanced Adult Residential Care, Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2066","60009548","40589","BH  ","HOME IS WHERE THE HEART IS","OP    ","11010 E 4th Ave","Spokane Valley","WA","99206","Spokane","PO Box 1629","Veradale","WA","99037","(509) 891-2717","","(509) 893-3601","1B","","1036XP-12 , 1006XS-12 , 1006XS-12 , 1007XS-12 ","Andrews, Ashley M.","21","6/30/2026 12:00:00 AM","","","749838","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2066",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2242","60009569","42016","BH  ","Home is Where the Heart Is (2)","OP    ","14805 E Mission Ave","Spokane Valley","WA","99216","Spokane","PO Box 1629","Veradale","WA","99037","(509) 315-8508","","(509) 443-4202","1B","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Andrews, Ashley M.","27","2/28/2027 12:00:00 AM","","","749838","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2242",
"None","Assisted Living SOW","","2744","60008811","51138","BH  ","Legacy Court Senior Living","OP    ","34 E 8th Ave","Spokane","WA","99202","Spokane","34 E 8th Ave","Spokane","WA","99202","(509) 474-2550","","","1B","","1002XS-12 ","LONGWORTH, CHARLENE D.","60","7/31/2026 12:00:00 AM","","","470770","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2744",
"None","Enhanced Adult Residential Care, Community Stability Supports Exhibit, Community Stability Supports Exhibit, Assisted Living SOW, Assisted Living Services ECS, Adult Residential Care","","2650","60001179","47714","BH  ","Magnolia Care","OP    ","1707 E Rowan Ave","Spokane","WA","99207","Spokane","1707 E Rowan Ave","Spokane","WA","99207","(509) 482-6290","","(509) 461-9655","1B","","1006XS-12 , 1006XS-12 , 1002XS-12 , 1002XS-12 , 1006XS-12 , 1007XS-12 ","Beaty, Britney A.","48","11/30/2026 12:00:00 AM","","","750262","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2650",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","1017","60000897","30320","BH  ","MALLON PLACE INC","OP    ","1724 W Mallon Ave","Spokane","WA","99201","Spokane","1724 W Mallon Ave","Spokane","WA","99201","(509) 327-5945","","(509) 808-2455","1B","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Crogan, Benjamin M.","71","7/31/2026 12:00:00 AM","","","750590","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1017",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS, Adult Residential Care","","2470","60000795","45152","BH  ","Maplewood Gardens Assisted Living","OP    ","1100 North Superior Street","Spokane","WA","99202","Spokane","1100 North Superior Street","Spokane","WA","99202","(509) 489-9510","","(509) 489-2031","1B","","1006XS-12 , 1002XS-12 , 1002XS-12 , 1007XS-12 ","Alexander, Devon Z.","208","11/30/2026 12:00:00 AM","","","487695","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2470",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2207","60000802","42023","BH  ","Milford House","OP    ","2208 W Matt Milford Pl","Spokane","WA","99201","Spokane","2208 W Matt Milford Pl","Spokane","WA","99201","(509) 327-5683","","(509) 795-5451","1B","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Parker, Brandon","15","9/30/2026 12:00:00 AM","","","187068","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2207",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2446","60000804","44727","BH  ","Moore's Assisted Living Inc","OP    ","1803 W Pacific Ave","Spokane","WA","99201","Spokane","1803 W Pacific Ave","Spokane","WA","99201","(509) 747-1745","","(509) 458-0806","1B","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Wilkerson, Betsy L.","18","12/31/2026 12:00:00 AM","","","749794","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2446",
"None","Enhanced Adult Residential Care, Assisted Living SOW","","2479","60008788","45242","BH  ","North Point Village, Assisted Living & Memory Care","OP    ","1110 E Westview Ct","Spokane","WA","99218","Spokane","1110 E Westview Ct","Spokane","WA","99218","(509) 465-8440","","(509) 464-3358","1B","","1006XS-12 , 1002XS-12 ","Moore, Janine","126","3/31/2027 12:00:00 AM","","","1041217","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2479",
"None","No Contract","","2755","60008084","51361","BH  ","Olympus Living of Spokane Valley","OP    ","17121 E 8th Ave","Spokane Valley","WA","990168556","Spokane","17121 E 8th Ave","Spokane Valley","WA","99016-8556","(509) 924-6161","","(509) 924-6166","1B","","","Strider, Shelby","14","6/30/2026 12:00:00 AM","","","1174840","False","No"," ",
"None","Assisted Living SOW","","1538","60008874","30743","BH  ","ORCHARD CREST LLC","OP    ","222 S Evergreen Rd","Spokane Valley","WA","99216","Spokane","222 S Evergreen Rd","Spokane Valley","WA","99216","(509) 928-2222","","(509) 921-5887","1B","","1002XS-12 ","LUNT, SUSAN L.","120","5/31/2027 12:00:00 AM","","","749171","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1538",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2513","60009540","45602","BH  ","Pine Ridge Alzheimer's Special Care Center","OP    ","12009 E Mission Ave","Spokane Valley","WA","99206","Spokane","12009 E Mission Ave","Spokane Valley","WA","99206","(509) 924-4388","","(509) 926-4028","1B","","1027XS-12 , 1006XS-12 ","Bearden, Becky","66","1/31/2027 12:00:00 AM","","","903423","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2513",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2767","60001083","51527","BH  ","Riverside Senior Living","OP    ","601 S Park Rd","Spokane Valley","WA","99212","Spokane","601 S Park Rd","Spokane Valley","WA","99212","(509) 922-7224","","(509) 922-1289","1B","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Nunez, Divinia","110","2/28/2027 12:00:00 AM","","","1299662","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2767",
"None","Assisted Living SOW","","2469","60009628","45141","BH  ","Riverview Retirement Community","OP    ","1952 N Granite St","Spokane","WA","99207","Spokane","1952 N Granite St","Spokane","WA","99207","(509) 482-9586","(509) 482-8176","","1B","","1002XS-12 ","Samuel, Tara L.","35","11/30/2026 12:00:00 AM","","","619426","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2469",
"None","Assisted Living SOW","","2405","60000132","44126","BH  ","Riverview Terrace","OP    ","1801 E Upriver Dr","Spokane","WA","99207","Spokane","1801 E Upriver Dr","Spokane","WA","99207","(509) 483-6483","","(509) 482-8176","1B","","1002XS-12 ","Samuel, Tara L.","110","8/31/2026 12:00:00 AM","","","619426","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2405",
"None","Enhanced Adult Residential Care, Assisted Living SOW","","2577","60009677","47149","BH  ","Rockwood at Whitworth","OP    ","10331 N Mayberry Drive","Spokane","WA","99218","Spokane","10331 N Mayberry Drive","Spokane","WA","99218","(509) 466-0411","(509) 468-0532","","1B","","1006XS-12 , 1002XS-12 ","Collette, Stephen A.","80","4/30/2027 12:00:00 AM","","","749264","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2577",
"None","No Contract","","155","60000864","30009","BH  ","ROCKWOOD SOUTH HILL","OP    ","2903 E 25TH AVE","SPOKANE","WA","992234963","Spokane","2903 E 25TH AVE STE OFC","SPOKANE","WA","99223-4963","(509) 536-6650","","(509) 536-6662","1B","","","DeBoise, Dan","90","9/30/2026 12:00:00 AM","","","750244","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=155",
"None","Enhanced Adult Residential Care","","2775","60009715","52375","BH  ","Rompa House LLC","OP    ","2116 E 1st Ave","Spokane","WA","99202","Spokane","2116 E 1st Ave","Spokane","WA","99202","(509) 381-5858","","","1B","","1006XS-12 ","Mari, Silvia","16","3/31/2027 12:00:00 AM","","","611000","False","No"," ",
"None","Specialized Dementia Care, Expanded Community Services, Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS","","2452","60008913","44941","BH  ","Rose Pointe Assisted Living","OP    ","13013 E Mission Ave","Spokane Valley","WA","99216","Spokane","13013 E Mission Ave","Spokane Valley","WA","99216","","","(509) 926-6295","1B","","1027XS-12 , 1036XP-12 , 1002XS-12 , 1006XS-12 ","Yates, Teresa","100","9/30/2026 12:00:00 AM","","","749601","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2452",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS","","1999","60009514","39340","BH  ","SESSIONS RESIDENTIAL CARE INC","OP    ","22 N ADAMS RD","SPOKANE VALLEY","WA","99216","Spokane","PO Box 1469","Veradale","WA","99037","(509) 922-9954","","(509) 926-5299","1B","","1006XS-12 , 1006XS-12 ","Sessions, Adam Y.","26","3/31/2027 12:00:00 AM","","","749283","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1999",
"None","Assisted Living SOW","","2480","60008904","45240","BH  ","South Hill Village, Assisted Living & Memory Care","OP    ","3117 E Chaser Lane","Spokane","WA","99223","Spokane","3117 E Chaser Lane","Spokane","WA","99223","(509) 443-8500","","(509) 443-6582","1B","","1002XS-12 ","Paquette, ELICIA A.","170","12/31/2026 12:00:00 AM","","","492486","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2480",
"None","Enhanced Adult Residential Care, Assisted Living SOW","","2478","60008879","45246","BH  ","South Hill Village, Assisted Living & Memory Care","OP    ","5925 S Hailee Lane","Spokane","WA","99223","Spokane","5925 S Hailee Lane","Spokane","WA","99223","(509) 443-8500","","(509) 443-1385","1B","","1006XS-12 , 1002XS-12 ","Paquette, ELICIA A.","40","7/31/2026 12:00:00 AM","","","492486","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2478",
"None","No Contract","","2768","60009645","51986","BH  ","Spokane Memory Care at South Hill","OP    ","4503 S Freya Street","Spokane","WA","99223","Spokane","4503 S Freya Street","Spokane","WA","99223","(509) 904-1245","","","1B","","","Adams, Taylor N.","60","9/30/2026 12:00:00 AM","","","759308","False","No"," ",
"None","Assisted Living SOW","","2708","60001124","50255","BH  ","Sullivan Park Senior Living","OP    ","421 S Adams Rd","Spokane Valley","WA","99216","Spokane","421 S Adams Rd","Spokane Valley","WA","99216","(509) 924-5555","","(509) 924-8890","1B","","1002XS-12 ","Steely, Chelsey B.","53","11/30/2026 12:00:00 AM","","","750078","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2708",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","950","60000898","30272","BH  ","SUNSHINE TERRACE","OP    ","10412 E 9th Ave","Spokane Valley","WA","99206","Spokane","10412 E 9th Ave","Spokane Valley","WA","99206","(509) 892-4342","","(509) 891-1062","1B","","1027XS-12 , 1006XS-12 , 1006XS-12 , 1007XS-12 ","Simpson, Ron L.","137","3/31/2027 12:00:00 AM","","","748975","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=950",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS","","2127","60000622","41272","BH  ","THE BLAIR HOUSE","OP    ","W 2718 SINTO AVE","SPOKANE","WA","99201","Spokane","W 2718 SINTO AVE","SPOKANE","WA","99201","(509) 327-6133","","(509) 795-5451","1B","","1006XS-12 , 1006XS-12 ","Parker, Brandon","12","9/30/2026 12:00:00 AM","","","187068","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2127",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2591","60009672","46765","BH  ","The Cottages of Spokane","OP    ","6930 N Nevada St","Spokane","WA","99208","Spokane","6930 N Nevada St","Spokane","WA","99208","(509) 816-1900","","(509) 315-4107","1B","","1027XS-12 , 1006XS-12 ","Kothbauer, Collette E.","80","9/30/2026 12:00:00 AM","","","477076","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2591",
"None","No Contract","","2684","60009694","48439","BH  ","The Gallery at Spokane","OP    ","5401 S Regal St","Spokane","WA","99223","Spokane","5401 S Regal St","Spokane","WA","99223","(509) 506-5006","(509) 918-0520","(801) 214-1970","1B","","","Miller, Kari","150","12/31/2026 12:00:00 AM","","","851786","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2684",
"None","No Contract","","1004","60001330","30310","BH  ","TOUCHMARK ON SOUTH HILL","OP    ","S 2999 WATERFORD DR","SPOKANE","WA","99203","Spokane","2929 S Waterford Dr","SPOKANE","WA","99203","(509) 536-2929","(509) 536-3999","","1B","","","Kelly, Morgan","105","2/28/2027 12:00:00 AM","","","577108","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1004",
"None","No Contract","","2730","60009596","50154","BH  ","Trustwell Living at Ridgeview Place","OP    ","12903 E Mission Ave","Spokane Valley","WA","99216","Spokane","12903 E Mission Ave","Spokane Valley","WA","99216","(509) 927-7176","","(509) 927-8219","1B","","","Barndollar, Ellyn","67","2/28/2027 12:00:00 AM","","","1196161","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2730",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2151","60000909","41811","BH  ","VALLEY HOUSE","OP    ","401 S Eastern Rd","Spokane Valley","WA","99212","Spokane","PO Box 2167","Spokane","WA","99210","(509) 953-8199","","(509) 464-0320","1B","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Reillo, Vincent J.","37","8/31/2026 12:00:00 AM","","","749632","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2151",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2379","60009593","44079","BH  ","Valley Residential Care Inc","OP    ","14106 E 3rd Ave","Spokane Valley","WA","99216","Spokane","14106 E 3rd Ave","Spokane Valley","WA","99216","(509) 590-5581","(509) 267-0935","","1B","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Watt, Daniel","28","8/31/2026 12:00:00 AM","","","750508","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2379",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2749","60001132","50935","BH  ","Vineyard Park at South Hill","OP    ","3319 E 57th Ave","Spokane","WA","99223","Spokane","3319 E 57th Ave","Spokane","WA","99223","(509) 443-1944","","(509) 580-9604","1B","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Salter, Aleshia","128","2/28/2027 12:00:00 AM","","","194563","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2749",
"None","No Contract","","2671","60000856","48702","BH  ","Wedgewood Park Senior Living","OP    ","302 E Wedgewood Ave","Spokane","WA","99208","Spokane","302 E Wedgewood Ave","Spokane","WA","99208","(253) 475-4707","","(253) 475-4770","1B","","","Stafford, Amy","100","12/31/2026 12:00:00 AM","","","863859","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2671",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2431","60000933","44552","BH  ","Whitehouse Inc","OP    ","1534 N Cedar St","Spokane","WA","99201","Spokane","1534 N Cedar St","Spokane","WA","99201","(509) 328-0700","","(509) 323-0760","1B","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Reillo, Vincent J.","33","12/31/2026 12:00:00 AM","","","749632","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2431",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS","","2399","60008738","44286","BH  ","Willow Grove","OP    ","1620 E Mead St","Spokane","WA","99218","Spokane","1620 E Mead St","Spokane","WA","99218","(509) 467-1135","","(509) 468-7906","1B","","1006XS-12 , 1006XS-12 ","Knudson, Ryan D.","25","7/31/2026 12:00:00 AM","","","749992","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2399",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2175","60000653","41945","BH  ","Allegiance Supported Living","OP    ","N 413 Kruger St","Chewelah","WA","99109","Stevens","N 413 Kruger St","Chewelah","WA","99109","(509) 935-8233","","","1B","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Saca, Juan","21","7/31/2026 12:00:00 AM","","","961373","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2175",
"None","Assisted Living SOW, Adult Residential Care","","2672","60003871","48700","BH  ","Buena Vista Healthcare","OP    ","151 Buena Vista Dr","Colville","WA","99114","Stevens","151 Buena Vista Dr","Colville","WA","99114","(360) 837-0400","","(509) 685-0582","1B","","1002XS-12 , 1007XS-12 ","Luu, Tyson G.","22","1/31/2027 12:00:00 AM","","","749585","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2672",
"None","Assisted Living SOW","","2495","60008758","45200","BH  ","Parkview Retirement & Assisted Living Residence","OP    ","240 South Silke Road","Colville","WA","99114","Stevens","240 South Silke Road","Colville","WA","99114","(509) 684-5677","","(509) 684-9700","1B","","1002XS-12 ","Sears, Tim","58","6/30/2026 12:00:00 AM","","","1233445","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2495",
"None","Enhanced Adult Residential Care, Community Stability Supports Exhibit, Community Stability Supports Exhibit, Assisted Living SOW, Assisted Living Services ECS, Adult Residential Care","","2556","60008909","46402","BH  ","Sycamore Glen at Quail Hollow","OP    ","506 N Ehorn Lane","Chewelah","WA","99109","Stevens","506 N Ehorn Lane","Chewelah","WA","99109","(509) 935-7800","","(866) 264-1825","1B","","1006XS-12 , 1006XS-12 , 1002XS-12 , 1002XS-12 , 1006XS-12 , 1007XS-12 ","Childress, Julee L.","30","11/9/2026 12:00:00 AM","","","530089","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2556",
"None","Assisted Living SOW","","2542","60001331","46071","BH  ","Artesian Place","OP    ","828 McPhee Rd SW","Olympia","WA","98502","Thurston","828 McPhee Rd SW","Olympia","WA","98502","(360) 956-3396","","","3E","","1002XS-12 ","Pitts, Angela D.","65","2/28/2027 12:00:00 AM","","","449185","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2542",
"None","No Contract","","2036","60009535","40005","BH  ","Bonaventure of Lacey","OP    ","4528 Intelco Loop SE","Lacey","WA","98503","Thurston","3425 Boone Rd SE","Salem","OR","97317","(360) 455-8500","","(360) 455-4560","3E","","","Harrison, Megan","126","6/30/2026 12:00:00 AM","","","827291","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2036",
"None","No Contract","","2275","60001091","42376","BH  ","Brookdale Olympia East","OP    ","616 LILLY RD NE","OLYMPIA","WA","98506","Thurston","616 LILLY RD NE","OLYMPIA","WA","98506","(360) 456-0601","","(360) 491-5579","3E","","","Chapman, Robert P.","75","3/31/2027 12:00:00 AM","","","749814","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2275",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2497","60008718","45336","BH  ","Brookdale Olympia West","OP    ","420 YAUGER WAY SW","OLYMPIA","WA","985028660","Thurston","420 YAUGER WAY SW","OLYMPIA","WA","985028660","","","(360) 236-1500","3E","","1027XS-12 , 1006XS-12 ","Ojala, Rosie","64","11/30/2026 12:00:00 AM","","","811332","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2497",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2144","60008747","41743","BH  ","Easthaven Villa","OP    ","311 Cullens St NW","Yelm","WA","98597","Thurston","311 Cullens St NW","Yelm","WA","98597","(360) 458-2800","","(360) 458-2840","3E","","1027XS-12 , 1006XS-12 , 1002XS-12 ","McNealley, Mireya","93","3/31/2027 12:00:00 AM","","","575502","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2144",
"None","No Contract","","2688","60009631","49488","BH  ","Fieldstone Cooper Point","OP    ","810 Fieldstone Dr SW","Olympia","WA","98502","Thurston","810 Fieldstone Dr SW","Olympia","WA","98502","(360) 915-5764","","(360) 764-5232","3E","","","Kendall, Rachael E.","120","5/31/2027 12:00:00 AM","","","750450","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2688",
"None","Enhanced Adult Residential Care","","2687","60009626","49489","BH  ","Fieldstone Memory Care of Olympia","OP    ","710 Fieldstone Dr SW","Olympia","WA","98502","Thurston","710 Fieldstone Dr SW","Olympia","WA","98502","(360) 915-5764","","(360) 764-5231","3E","","1006XS-12 ","Kendall, Rachael E.","62","12/31/2026 12:00:00 AM","","","750450","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2687",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","1111","60001111","30405","BH  ","GARDEN COURTE ALZHEIMER COMMUNITY","OP    ","626 LILLY RD NE","OLYMPIA","WA","98506","Thurston","626 LILLY RD NE","OLYMPIA","WA","98506","(360) 491-4435","","(360) 491-4372","3E","","1027XS-12 , 1006XS-12 ","Krall, Tawnya","93","8/31/2026 12:00:00 AM","","","750036","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1111",
